frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67, X_0, X_1, X_2, X_3, X_4, X_5, X_6, X_7, X_8, X_9, X_10, X_11, X_12, X_13, X_14, X_15, X_16, X_17, X_18, X_19, X_20, X_21, X_22, X_23, X_24, X_25, X_26, X_27, X_28, X_29, X_30, X_31, X_32, X_33, X_34, X_35, X_36, X_37, X_38, X_39, X_40, X_41, X_42, X_43, X_44, X_45, X_46, X_47, X_48, X_49, X_50, X_51, X_52, X_53, X_54, X_55, X_56, X_57, X_58, X_59, X_60, X_61, X_62, X_63, X_64, X_65, X_66, X_67, Y_0, Y_1, Y_2, Y_3, Y_4, Y_5, Y_6, Y_7, Y_8, Y_9, Y_10, Y_11, Y_12, Y_13, Y_14, Y_15, Y_16, Y_17, Y_18, Y_19, Y_20, Y_21, Y_22, Y_23, Y_24, Y_25, Y_26, Y_27, Y_28, Y_29, Y_30, Y_31, Y_32, Y_33, Y_34, Y_35, Y_36, Y_37, Y_38, Y_39, Y_40, Y_41, Y_42, Y_43, Y_44, Y_45, Y_46, Y_47, Y_48, Y_49, Y_50, Y_51, Y_52, Y_53, Y_54, Y_55, Y_56, Y_57, Y_58, Y_59, Y_60, Y_61, Y_62, Y_63, Y_64, Y_65, Y_66, Y_67, Z_0, Z_1, Z_2, Z_3, Z_4, Z_5, Z_6, Z_7, Z_8, Z_9, Z_10, Z_11, Z_12, Z_13, Z_14, Z_15, Z_16, Z_17, Z_18, Z_19, Z_20, Z_21, Z_22, Z_23, Z_24, Z_25, Z_26, Z_27, Z_28, Z_29, Z_30, Z_31, Z_32, Z_33, Z_34, Z_35, Z_36, Z_37, Z_38, Z_39, Z_40, Z_41, Z_42, Z_43, Z_44, Z_45, Z_46, Z_47, Z_48, Z_49, Z_50, Z_51, Z_52, Z_53, Z_54, Z_55, Z_56, Z_57, Z_58, Z_59, Z_60, Z_61, Z_62, Z_63, Z_64, Z_65, Z_66, Z_67, p_scale, p_rx, p_ry, p_rz, p_tx, p_ty, p_0, p_1, p_2, p_3, p_4, p_5, p_6, p_7, p_8, p_9, p_10, p_11, p_12, p_13, p_14, p_15, p_16, p_17, p_18, p_19, p_20, p_21, p_22, p_23, p_24, p_25, p_26, p_27, p_28, p_29, p_30, p_31, p_32, p_33, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.975628, 1, 0.152371, 0.211567, -0.965413, -0.108685, 0.241556, -0.964281, -10.6979, 9.36689, 470.679, 0.234587, -0.0801341, 0.00610731, 230.555, 231.485, 234.684, 239.506, 247.759, 259.841, 273.098, 289.287, 307.693, 325.188, 339.669, 351.847, 361.188, 367.184, 371.202, 374.193, 374.95, 246.107, 256.423, 270.614, 284.892, 297.803, 322.085, 334.549, 346.905, 358.868, 366.798, 310.876, 311.58, 312.393, 313.237, 295.255, 303.33, 311.486, 319.429, 326.394, 261.339, 269.915, 280.007, 288.666, 279.651, 269.559, 328.028, 336.793, 346.463, 353.671, 346.792, 337.246, 282.68, 293.618, 303.796, 311.367, 319.182, 328.195, 335.144, 328.134, 319.467, 311.094, 302.866, 292.92, 287.827, 303.431, 311.122, 319.093, 330.551, 319.066, 311.093, 303.337, 201.315, 222.809, 244.134, 264.715, 284.517, 301.928, 316.522, 327.374, 330.208, 326.574, 314.235, 298.112, 280.719, 261.989, 242.953, 223.484, 203.926, 190.942, 182.532, 180.453, 183.266, 188.873, 188.855, 183.627, 181.419, 182.942, 190.475, 206.454, 220.371, 234.087, 248.271, 256.857, 259.695, 262.175, 259.813, 256.758, 208.108, 204.333, 204.608, 209.872, 212.238, 212.29, 209.51, 204.414, 204.668, 208.199, 212.081, 212.061, 287.74, 281.17, 277.312, 279.559, 277.357, 280.837, 286.607, 295.282, 299.147, 300.214, 299.511, 296.179, 288.153, 285.482, 286.082, 285.304, 287.217, 287.383, 288.463, 287.696, -90.0797, -90.2649, -88.2544, -83.9664, -75.1184, -61.8952, -47.4486, -30.4826, -12.1733, 5.20939, 20.2426, 33.4142, 43.3142, 49.2142, 52.7853, 55.3405, 55.8562, -69.1225, -58.5785, -44.9124, -31.6458, -19.9345, 1.88837, 13.3212, 24.9614, 36.5681, 44.6996, -8.29445, -7.57823, -6.77498, -5.9643, -22.6986, -15.2181, -7.74907, -0.522437, 5.88421, -54.7809, -46.3454, -36.9623, -29.0067, -37.3826, -46.7937, 7.52386, 15.7496, 24.9334, 32.0741, 25.2981, 16.2116, -35.418, -24.3704, -14.8408, -7.91264, -0.752004, 7.66007, 14.5367, 7.65627, -0.495405, -8.24212, -15.859, -25.2381, -30.3353, -15.3215, -8.20512, -0.841745, 10.0566, -0.865032, -8.21513, -15.3779, -38.9596, -17.5311, 4.27684, 25.7812, 46.2904, 63.7147, 77.4133, 86.7186, 89.2288, 86.9286, 76.4015, 60.971, 42.8211, 22.9354, 3.04467, -16.8661, -36.6687, -45.8905, -52.9497, -54.1531, -51.1393, -45.9163, -46.3163, -51.6138, -54.3491, -53.6815, -47.3043, -30.4956, -17.6662, -5.26609, 7.29446, 15.4633, 17.9789, 20.1823, 18.1168, 15.4223, -29.7826, -33.0042, -32.7103, -27.8904, -25.7208, -25.7065, -28.5755, -33.376, -33.2904, -30.2929, -26.3619, -26.2631, 45.307, 38.0308, 34.1721, 36.257, 34.3476, 38.1732, 44.7373, 52.0344, 55.0082, 55.7252, 55.0837, 52.3573, 45.4028, 42.0567, 42.5876, 42.0568, 45.0058, 43.9035, 44.6978, 44.0164, 503.549, 509.887, 517.22, 521.57, 519.918, 514.427, 505.823, 496.247, 494.573, 502.05, 514.589, 524.602, 525.814, 521.512, 515.465, 510.584, 508.243, 467.719, 460.686, 454.706, 450.694, 449.043, 452.795, 457.79, 463.88, 470.41, 477.585, 454.537, 450.001, 445.296, 440.964, 458.652, 456.444, 455.067, 457.205, 460.161, 466.924, 462.665, 462.108, 462.861, 463.238, 463.842, 468.605, 468.943, 471.106, 476.288, 472.118, 470.01, 474.517, 461.879, 457.921, 458.27, 459.718, 467.387, 479.944, 470.624, 465.012, 462.73, 462.803, 465.986, 471.441, 462.343, 462.083, 464.166, 476.589, 463.284, 461.15, 461.426, 1.05238, 0.25571, -0.080075, 0.0060431, 308.536, 249.448, -18.5873, 15.9396, -22.2957, 21.5087, -7.89469, -2.21924, 0.178641, 4.25665, -1.51617, -2.99834, -4.5808, -0.00394566, -0.0673718, 2.21924, -4.02299, 0.474797, -0.188845, -6.17224, 0.0691025, -5.59861, 1.11026, -0.282723, 1.56605, -2.64306, -1.34477, 0.556524, -0.115654, 0.54667, -0.100455, -0.0849569, 0.502238, -0.618119, -0.0577121, -0.0207698, 0, 0, 0.4535, 0, 0, 1.087, 0, 0, 0, 0.136, 0.3887, 0.3146, 0, 0, 0.2668, 0.303, 0.3447, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.0333333, 0.972289, 1, 0.158432, 0.217299, -0.963162, -0.113649, 0.238089, -0.964571, -10.3155, 9.50465, 471.696, 0.227528, -0.0790606, 0.00417484, 230.787, 231.866, 235.285, 240.405, 249.117, 261.541, 274.699, 290.484, 308.497, 325.666, 339.95, 351.954, 361.189, 367.156, 371.178, 374.188, 374.948, 246.32, 256.827, 271.065, 285.272, 298.135, 322.747, 335.137, 347.43, 359.362, 367.243, 311.395, 312.04, 312.812, 313.633, 295.613, 303.697, 311.87, 319.853, 326.835, 261.68, 270.286, 280.396, 289.024, 279.984, 269.865, 328.436, 337.193, 346.886, 354.087, 347.193, 337.637, 283.012, 293.978, 304.171, 311.738, 319.54, 328.534, 335.511, 328.469, 319.805, 311.45, 303.219, 293.269, 288.114, 303.848, 311.527, 319.49, 330.884, 319.456, 311.495, 303.749, 201.281, 223.198, 245.003, 265.967, 285.941, 303.226, 317.489, 327.806, 330.332, 326.677, 314.379, 298.368, 281.101, 262.522, 243.577, 224.132, 204.617, 190.716, 182.355, 180.34, 183.208, 188.883, 188.912, 183.706, 181.488, 182.899, 190.39, 206.378, 220.325, 234.067, 248.271, 256.883, 259.712, 262.204, 259.829, 256.723, 208.093, 204.296, 204.561, 209.812, 212.226, 212.27, 209.537, 204.458, 204.716, 208.282, 212.147, 212.106, 287.75, 281.176, 277.329, 279.555, 277.345, 280.819, 286.565, 295.195, 299.083, 300.189, 299.509, 296.17, 288.173, 285.478, 286.058, 285.24, 287.206, 287.296, 288.427, 287.696, -90.1531, -90.1957, -87.9381, -83.2744, -73.8479, -60.2079, -45.8516, -29.3154, -11.3878, 5.69405, 20.5502, 33.5498, 43.3163, 49.1584, 52.7349, 55.3356, 55.8924, -69.0776, -58.3491, -44.618, -31.3897, -19.6872, 2.49435, 13.9049, 25.534, 37.1641, 45.2965, -7.84358, -7.18194, -6.41679, -5.62716, -22.413, -14.9088, -7.41268, -0.135069, 6.30324, -54.5902, -46.1217, -36.7007, -28.7492, -37.1642, -46.6198, 7.92784, 16.175, 25.4122, 32.5731, 25.7527, 16.6262, -35.1846, -24.0996, -14.5338, -7.59161, -0.423706, 7.99895, 14.9267, 7.98918, -0.182202, -7.92842, -15.5623, -24.9636, -30.1325, -14.9688, -7.84926, -0.475066, 10.4007, -0.504851, -7.86133, -15.0288, -39.1267, -17.1947, 5.19289, 27.1675, 47.8619, 65.1175, 78.4313, 87.2099, 89.4281, 87.1109, 76.6154, 61.2836, 43.2238, 23.4782, 3.68544, -16.2045, -35.9908, -46.2051, -53.2432, -54.3963, -51.3319, -46.0259, -46.3916, -51.7105, -54.467, -53.9124, -47.565, -30.6473, -17.7524, -5.29644, 7.31001, 15.5165, 18.027, 20.244, 18.1652, 15.4222, -29.8669, -33.124, -32.8414, -28.0179, -25.795, -25.7852, -28.6274, -33.4372, -33.35, -30.3096, -26.3777, -26.2945, 45.4214, 38.1345, 34.2746, 36.3477, 34.4305, 38.2617, 44.812, 52.0697, 55.0679, 55.8122, 55.1869, 52.4568, 45.5242, 42.1479, 42.6654, 42.1038, 45.1094, 43.9279, 44.7617, 44.1096, 505.268, 511.7, 519.024, 523.112, 520.911, 514.962, 506.08, 496.605, 494.996, 502.504, 515.035, 524.972, 525.825, 521.229, 515.21, 510.589, 508.592, 468.766, 461.82, 455.889, 451.93, 450.205, 454.04, 459.287, 465.432, 472.076, 479.394, 455.761, 451.143, 446.335, 441.927, 459.528, 457.254, 455.86, 458.053, 461.107, 468.024, 463.866, 463.347, 464.057, 464.366, 464.938, 469.872, 470.388, 472.589, 477.792, 473.512, 471.337, 475.616, 463.062, 459.087, 459.454, 460.984, 468.675, 481.179, 471.692, 466.018, 463.642, 463.686, 466.946, 472.51, 463.387, 463.173, 465.341, 477.789, 464.397, 462.161, 462.408, 1.0501, 0.248689, -0.077234, 0.00383697, 308.972, 249.583, -20.6485, 18.7326, -21.8463, 21.8198, -6.0783, -1.06537, -0.325335, 4.48746, -1.58967, -3.97917, -4.37836, 0.0654471, -0.433994, 2.22717, -4.19567, 0.78411, -0.421237, -6.3839, 0.0475927, -5.7462, 1.26785, -0.449118, 1.58498, -2.72698, -1.05917, 0.716041, -0.0867294, 0.430669, -0.0726962, -0.14145, 0.561458, -0.55774, 0.00112223, 0.0126672, 0, 0, 0.5884, 0, 0, 0.9013, 0, 0, 0, 0.18, 0.4661, 0.2292, 0, 0, 0.3128, 0.2242, 0.3533, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 0.0666667, 0.971892, 1, 0.157857, 0.214518, -0.963879, -0.111598, 0.236605, -0.965176, -10.3025, 9.52448, 472.221, 0.220959, -0.0795972, 0.00375602, 230.707, 231.777, 235.183, 240.305, 249.056, 261.567, 274.831, 290.67, 308.699, 325.859, 340.111, 352.062, 361.23, 367.163, 371.184, 374.175, 374.935, 246.396, 256.881, 271.101, 285.286, 298.15, 322.814, 335.167, 347.395, 359.273, 367.123, 311.449, 312.086, 312.854, 313.675, 295.66, 303.734, 311.904, 319.883, 326.852, 261.776, 270.362, 280.436, 289.014, 280.022, 269.933, 328.478, 337.201, 346.856, 354.014, 347.163, 337.648, 283.134, 294.096, 304.233, 311.76, 319.525, 328.451, 335.419, 328.375, 319.78, 311.478, 303.299, 293.408, 288.225, 303.923, 311.561, 319.487, 330.811, 319.449, 311.529, 303.836, 201.531, 223.431, 245.237, 266.225, 286.226, 303.499, 317.691, 327.87, 330.3, 326.599, 314.311, 298.403, 281.221, 262.752, 243.923, 224.614, 205.233, 190.946, 182.543, 180.447, 183.273, 188.916, 188.938, 183.811, 181.615, 183.021, 190.49, 206.382, 220.293, 234.005, 248.175, 256.879, 259.684, 262.165, 259.803, 256.69, 208.177, 204.36, 204.612, 209.86, 212.274, 212.322, 209.578, 204.505, 204.763, 208.364, 212.189, 212.14, 287.778, 281.201, 277.347, 279.555, 277.353, 280.829, 286.576, 294.905, 298.667, 299.776, 299.122, 295.941, 288.175, 285.483, 286.047, 285.222, 287.207, 286.965, 288.11, 287.415, -90.4341, -90.4687, -88.202, -83.5032, -73.997, -60.2326, -45.7478, -29.1434, -11.1913, 5.88993, 20.7212, 33.6786, 43.3918, 49.2215, 52.8236, 55.4313, 56.0119, -69.148, -58.4288, -44.6897, -31.4519, -19.7213, 2.56239, 13.9686, 25.5663, 37.1718, 45.2874, -7.80993, -7.15377, -6.38993, -5.59877, -22.4028, -14.8962, -7.39119, -0.107197, 6.32774, -54.5931, -46.1329, -36.7292, -28.8088, -37.19, -46.6327, 7.9838, 16.2164, 25.4368, 32.569, 25.7742, 16.6691, -35.0921, -24.014, -14.4943, -7.58129, -0.438184, 7.93129, 14.8545, 7.90718, -0.204965, -7.90669, -15.4968, -24.8468, -30.0487, -14.9149, -7.82577, -0.477562, 10.3402, -0.512296, -7.83599, -14.9596, -38.9608, -16.9908, 5.44559, 27.478, 48.2154, 65.4545, 78.687, 87.3101, 89.4215, 87.0573, 76.5662, 61.347, 43.3831, 23.7455, 4.04848, -15.7423, -35.4483, -46.0844, -53.1877, -54.4263, -51.3955, -46.1067, -46.4884, -51.7481, -54.4876, -53.9301, -47.581, -30.705, -17.8148, -5.36078, 7.23623, 15.5354, 18.0266, 20.2352, 18.1657, 15.4121, -29.838, -33.1236, -32.8524, -28.0226, -25.7925, -25.7795, -28.6475, -33.4626, -33.3749, -30.2918, -26.3894, -26.3142, 45.4786, 38.196, 34.3331, 36.3932, 34.4843, 38.3164, 44.8698, 51.8375, 54.7173, 55.4618, 54.8584, 52.2691, 45.5575, 42.1951, 42.7032, 42.1372, 45.1518, 43.6591, 44.5054, 43.8831, 506.391, 512.729, 519.957, 523.895, 521.514, 515.401, 506.408, 496.817, 495.137, 502.646, 515.176, 525.204, 526.221, 521.827, 516.02, 511.596, 509.806, 469.732, 462.847, 456.956, 453.011, 451.285, 455.213, 460.484, 466.623, 473.244, 480.519, 456.672, 451.982, 447.098, 442.608, 460.199, 457.899, 456.461, 458.653, 461.72, 468.82, 464.692, 464.179, 464.867, 465.129, 465.705, 470.836, 471.367, 473.571, 478.762, 474.444, 472.257, 475.941, 463.528, 459.651, 460.035, 461.603, 469.232, 481.68, 472.064, 466.342, 463.915, 463.941, 467.185, 472.829, 463.861, 463.687, 465.892, 478.237, 464.806, 462.538, 462.756, 1.0486, 0.242224, -0.0776131, 0.00340308, 308.998, 249.617, -20.016, 19.2697, -22.2975, 21.2648, -5.88725, -0.78756, -0.218104, 4.43484, -1.45254, -3.69738, -4.36275, 0.547203, -0.382471, 2.23164, -3.98935, 0.825966, -0.768886, -5.99896, 0.172447, -5.65353, 1.25782, -0.512329, 1.60508, -2.8427, -1.00665, 0.732061, -0.0577631, 0.479387, -0.0663906, -0.144669, 0.55059, -0.556483, -0.0215094, -0.00212615, 0, 0, 0.6138, 0, 0, 0.9309, 0, 0, 0, 0.2269, 0.513, 0.2021, 0.02813, 0, 0.2964, 0.148, 0.3755, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.1, 0.973703, 1, 0.161258, 0.212761, -0.963706, -0.108653, 0.237289, -0.965344, -10.3217, 9.6844, 471.238, 0.226184, -0.0782738, 0.00353701, 230.593, 231.716, 235.189, 240.362, 249.141, 261.653, 274.916, 290.683, 308.711, 325.912, 340.19, 352.152, 361.276, 367.139, 371.129, 374.108, 374.851, 246.19, 256.652, 270.987, 285.341, 298.34, 322.567, 334.972, 347.327, 359.297, 367.085, 311.451, 312.082, 312.848, 313.674, 295.673, 303.732, 311.884, 319.853, 326.805, 261.71, 270.314, 280.391, 289.007, 280.002, 269.901, 328.358, 337.124, 346.79, 353.974, 347.081, 337.541, 283.079, 293.967, 304.193, 311.703, 319.45, 328.439, 335.411, 328.339, 319.686, 311.385, 303.2, 293.25, 288.164, 303.892, 311.511, 319.416, 330.773, 319.377, 311.461, 303.778, 201.459, 223.411, 245.266, 266.272, 286.293, 303.553, 317.766, 327.997, 330.475, 326.742, 314.329, 298.336, 281.159, 262.746, 244.009, 224.767, 205.455, 191.123, 182.609, 180.471, 183.351, 189.154, 189.184, 183.939, 181.683, 183.105, 190.65, 206.499, 220.457, 234.2, 248.411, 257.067, 259.867, 262.358, 260.002, 256.885, 208.172, 204.391, 204.656, 209.922, 212.28, 212.327, 209.662, 204.566, 204.833, 208.425, 212.255, 212.196, 287.908, 281.366, 277.539, 279.77, 277.563, 281.066, 286.796, 295.461, 299.376, 300.496, 299.829, 296.455, 288.317, 285.673, 286.253, 285.44, 287.434, 287.54, 288.701, 287.992, -90.3918, -90.3951, -88.0801, -83.3461, -73.8207, -60.0686, -45.597, -29.0891, -11.1656, 5.93551, 20.7757, 33.7184, 43.3578, 49.0964, 52.6568, 55.2502, 55.8108, -69.1946, -58.4933, -44.6634, -31.2987, -19.4828, 2.32934, 13.7419, 25.4246, 37.0976, 45.1522, -7.7844, -7.13588, -6.37544, -5.58164, -22.3315, -14.8587, -7.38937, -0.134709, 6.2668, -54.5194, -46.057, -36.6734, -28.7398, -37.114, -46.5448, 7.84934, 16.1004, 25.3054, 32.4459, 25.629, 16.5249, -35.077, -24.0801, -14.4932, -7.61445, -0.506715, 7.8993, 14.8127, 7.86064, -0.292346, -7.9844, -15.5702, -24.96, -30.0483, -14.9106, -7.85502, -0.542797, 10.2829, -0.578605, -7.88677, -14.9898, -38.9655, -16.9861, 5.46892, 27.4955, 48.2277, 65.429, 78.651, 87.313, 89.4842, 87.0919, 76.4854, 61.1775, 43.2349, 23.6907, 4.12907, -15.5545, -35.1501, -45.8202, -52.9927, -54.247, -51.1573, -45.7353, -46.1103, -51.4549, -54.2585, -53.7107, -47.3245, -30.5054, -17.6117, -5.16989, 7.42125, 15.667, 18.1452, 20.3551, 18.2983, 15.5501, -29.7688, -33.0086, -32.7248, -27.8917, -25.7208, -25.7095, -28.4924, -33.3156, -33.2186, -30.1553, -26.2576, -26.1942, 45.5156, 38.2636, 34.4189, 36.4969, 34.5896, 38.4418, 44.9781, 52.277, 55.3121, 56.0668, 55.4481, 52.6767, 45.6038, 42.278, 42.7974, 42.2463, 45.2742, 44.1265, 44.9833, 44.3479, 505.505, 511.959, 519.273, 523.278, 520.898, 514.757, 505.688, 496.111, 494.523, 502.014, 514.506, 524.356, 525.212, 520.765, 514.937, 510.555, 508.752, 468.733, 461.685, 455.631, 451.526, 449.746, 453.699, 458.92, 465.2, 472.013, 479.474, 455.294, 450.584, 445.684, 441.173, 458.984, 456.674, 455.213, 457.408, 460.463, 467.658, 463.483, 462.941, 463.652, 463.947, 464.528, 469.586, 470.111, 472.299, 477.513, 473.2, 471.043, 475.029, 462.501, 458.447, 458.85, 460.417, 468.044, 480.58, 471.292, 465.781, 463.392, 463.391, 466.534, 471.927, 462.83, 462.647, 464.862, 477.234, 464.095, 461.829, 462.033, 1.05091, 0.246762, -0.0759327, 0.00310845, 308.958, 249.79, -19.5714, 19.8569, -21.3781, 22.208, -5.51791, -1.32624, 0.42748, 4.66899, -1.18221, -3.31469, -4.06065, 0.000745738, -0.187557, 2.40833, -4.05895, 0.743361, -0.623974, -6.04745, -0.0047051, -5.57045, 1.43519, -0.680996, 1.75899, -2.58036, -1.01609, 0.675859, -0.153492, 0.448329, -0.0913354, -0.120732, 0.533032, -0.566049, -0.0248412, 0.0127708, 0, 0, 0.5453, 0, 0, 1.099, 0, 0, 0, 0.2074, 0.6192, 0.2855, 0.08101, 0, 0.3127, 0.1505, 0.3953, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.133333, 0.973309, 1, 0.159961, 0.21041, -0.964438, -0.106219, 0.232606, -0.966753, -10.5232, 9.79803, 471.802, 0.227748, -0.0744412, 0.00377377, 230.656, 231.77, 235.231, 240.39, 249.126, 261.554, 274.709, 290.462, 308.535, 325.799, 340.119, 352.067, 361.193, 367.079, 371.097, 374.088, 374.837, 246.296, 256.763, 270.957, 285.164, 298.034, 322.441, 334.865, 347.183, 359.118, 366.914, 311.218, 311.806, 312.527, 313.303, 295.324, 303.385, 311.554, 319.581, 326.582, 261.716, 270.266, 280.297, 288.844, 279.895, 269.852, 328.206, 336.902, 346.541, 353.704, 346.83, 337.341, 282.603, 293.453, 303.694, 311.34, 319.25, 328.329, 335.319, 328.226, 319.461, 310.997, 302.671, 292.702, 287.667, 303.394, 311.149, 319.218, 330.696, 319.154, 311.074, 303.251, 201.655, 223.615, 245.455, 266.443, 286.462, 303.752, 318.012, 328.241, 330.706, 327.006, 314.625, 298.613, 281.389, 262.935, 244.169, 224.869, 205.46, 191.058, 182.667, 180.573, 183.401, 189.086, 189.112, 183.918, 181.734, 183.206, 190.707, 206.455, 220.466, 234.27, 248.527, 257.072, 259.927, 262.46, 260.085, 256.947, 208.174, 204.339, 204.598, 209.854, 212.204, 212.248, 209.623, 204.548, 204.814, 208.443, 212.216, 212.141, 288.01, 281.418, 277.623, 279.877, 277.687, 281.159, 286.964, 295.654, 299.598, 300.72, 299.997, 296.561, 288.435, 285.717, 286.325, 285.512, 287.599, 287.839, 288.995, 288.239, -90.3918, -90.4047, -88.1046, -83.3881, -73.8863, -60.2128, -45.8374, -29.326, -11.3429, 5.82348, 20.7044, 33.6268, 43.2612, 49.0235, 52.5953, 55.1869, 55.753, -69.1429, -58.4402, -44.7388, -31.4965, -19.7821, 2.21744, 13.6568, 25.3063, 36.9359, 44.9833, -8.00399, -7.39284, -6.67174, -5.92016, -22.6896, -15.1988, -7.70067, -0.383863, 6.06926, -54.5561, -46.1457, -36.7962, -28.9189, -37.2468, -46.6317, 7.71003, 15.8955, 25.0721, 32.1854, 25.3945, 16.3404, -35.5994, -24.6043, -14.9813, -7.9612, -0.691931, 7.81013, 14.7443, 7.76651, -0.50305, -8.35806, -16.0909, -25.5229, -30.5777, -15.398, -8.20298, -0.727848, 10.225, -0.786425, -8.25923, -15.5076, -38.7947, -16.7893, 5.6694, 27.698, 48.4371, 65.6796, 78.9533, 87.6062, 89.7437, 87.3705, 76.7975, 61.4633, 43.4666, 23.8817, 4.2911, -15.4387, -35.1169, -45.9134, -52.9835, -54.2117, -51.1732, -45.8517, -46.2267, -51.5241, -54.2427, -53.6251, -47.2646, -30.5735, -17.6254, -5.11553, 7.53803, 15.6974, 18.2282, 20.4791, 18.3995, 15.6275, -29.7903, -33.0881, -32.8097, -27.981, -25.8146, -25.8059, -28.5414, -33.3409, -33.2387, -30.1348, -26.2974, -26.2519, 45.7024, 38.3865, 34.5662, 36.6605, 34.7626, 38.5926, 45.2006, 52.5448, 55.6136, 56.3703, 55.711, 52.883, 45.8056, 42.392, 42.933, 42.3767, 45.5014, 44.4797, 45.3374, 44.6641, 505.863, 512.322, 519.676, 523.729, 521.253, 515.119, 506.034, 496.405, 494.696, 502.094, 514.558, 524.317, 525.104, 520.647, 514.664, 510.157, 508.351, 469.059, 462.072, 456.121, 452.069, 450.286, 454.204, 459.362, 465.477, 472.103, 479.428, 455.708, 451.135, 446.374, 442.011, 459.754, 457.371, 455.891, 458.045, 461.059, 468.019, 463.922, 463.39, 464.099, 464.362, 464.944, 469.791, 470.221, 472.325, 477.469, 473.243, 471.157, 475.967, 463.402, 459.371, 459.673, 461.207, 468.826, 481.23, 472.065, 466.569, 464.185, 464.279, 467.488, 472.858, 463.638, 463.385, 465.551, 477.971, 464.887, 462.672, 462.946, 1.04991, 0.248129, -0.071471, 0.00323017, 308.761, 249.885, -22.1859, 19.7223, -21.1675, 21.7276, -5.46576, -0.720442, 0.490183, 4.38398, -0.983477, -2.81258, -4.06542, -0.0923642, -0.185859, 2.46092, -4.07963, 1.23828, -0.347721, -6.03773, 0.113022, -5.90398, 1.33026, -0.520726, 1.63039, -2.77976, -1.03289, 0.754217, -0.177608, 0.480945, -0.0410313, -0.147145, 0.542408, -0.544716, -0.0181775, 0.0240756, 0, 0, 0.4214, 0, 0, 1.251, 0, 0, 0, 0.2843, 0.6832, 0.3063, 0.209, 0, 0.3944, 0.2611, 0.2783, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
